OTU_ID	121-Si8-C_S25	121-Si8-MAB_S59	122-Si8-MAB_S60	123-Si8-C_S27	123-Si8-MAB_S61	124-Si8-MAB_S62	125-Si8-C_S29	125-Si8-MAB_S63	126-Si8-C_S30	126-Si8-MAB_S64	127-Si8-C_S31	127-Si8-MAB_S65	128-Si8-C_S32	128-Si8-MAB_S66	129-Si8-C_S33	129-Si8-MAB_S67	130-Si8-C_S34	130-Si8-MAB_S68	131-Si8-C_S35	131-Si8-MAB_S69	132-Si8-C_S36	132-Si8-MAB_S70	133-Si8-C_S37	133-Si8-MAB_S71	134-Si8-C_S38	134-Si8-MAB_S72	135-Si8-C_S39	135-Si8-MAB_S73	136-Si8-C_S40	136-Si8-MAB_S74	137-Si8-C_S41	137-Si8-MAB_S75	138-Si8-C_S42	138-Si8-MAB_S76	386-Si8-content_S13	386-Si8-MAB_S1	387-Si8-content_S14	387-Si8-MAB_S2	388-Si8-content_S15	388-Si8-MAB_S3	389-Si8-content_S16	389-Si8-MAB_S4	390-Si8-content_S17	390-Si8-MAB_S5	391-Si8-content_S18	391-Si8-MAB_S6	392-Si8-content_S19	392-Si8-MAB_S7	393-Si8-content_S20	393-Si8-MAB_S8	394-Si8-content_S21	394-Si8-MAB_S9	395-Si8-content_S22	395-Si8-MAB_S10	396-Si8-content_S23	396-Si8-MAB_S11	397-Si8-content_S24	397-Si8-MAB_S12	49-Si8-C_S16	49-Si8-MAB_S18	50-Si8-C_S17	50-Si8-MAB_S19	51-Si8-C_S18	51-Si8-MAB_S20	52-Si8-C_S19	52-Si8-MAB_S21	53-Si8-MAB_S22	54-Si8-C_S21	54-Si8-MAB_S23	55-Si8-C_S22	55-Si8-MAB_S24	56-Si8-C_S23	56-Si8-MAB_S25	57-Si8-C_S25	57-Si8-MAB_S26	58-Si8-C_S26	58-Si8-MAB_S27	59-Si8-C_S27	59-Si8-MAB_S28	60-Si8-C_S28	60-Si8-MAB_S29	61-Si8-C_S29	61-Si8-MAB_S30	62-Si8-C_S30	62-Si8-MAB_S31	63-Si8-C_S31	63-Si8-MAB_S32	64-Si8-C_S32	64-Si8-MAB_S33
Genus_052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	20	0	0	0	0	0	4	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	8	0	0	0	23	0	16	0	0	0	0	0	12	0	18	0	14	0	10	0	0
Genus_053	0	0	94	0	4	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	89	0	14	0	0	0	8	0	0	0	0	0	214	0	0	0	0	0	21	0	0	0	0	0	0	25	6	0	0	9	0	30	0	0	0	0	0	25	3	0	3	10	29	0	0	32	0	7	0	0	0	19	0	0	0	0	0	0	0	0	16	4	0	47	0	0	0	0
Genus_054	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genus_055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Genus_056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	346	81	243	18	47	16	230	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	32	0	26	0	8	0	30	163	38	165	16	150	50	227	53
Genus_057	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genus_058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	3	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	19	0	205	105	0	0	0	0	0	0	0	0	0	0	0	0	4	0	17	0
Genus_059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3371	1775	1948	118	2374	854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
Genus_060	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Genus_061	0	0	1563	0	148	14	0	12	0	45	0	0	0	24	0	0	0	1011	0	0	0	635	0	18	0	484	0	27	0	132	0	0	0	1986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	210	25	1155	0	164	34	70	0	0	0	9	2	0	0	73	0	181	0	13	6	4570	0	716	0	0
Genus_062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	66	0	7	0	7	0	35	0	0	0	0	0	0	0	0
Genus_063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	65	0	0	0	0	0	0
Genus_064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Genus_065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	44	0	77	0	0	0	0	0	51	0	5	0	1021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	19	6	0	0	7	0	3	0	0	0	0	0	0	0	0	30	16	31	32	36	0	0	0	4	0	0	0	15	29	0	0	33	0	102	0	0
Genus_066	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	146	36	188	0	228	0	92	0	15	8	89	0	0	0	0	5	364	0	0	0	0	0	0	0	0	0	0	0	0	0	69	442	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	304	0	63	636	56	0	23	0	34	0	94	0	17	0	0	875	30	277	407	45	88	57	49
Genus_067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
Genus_068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	86	0	0	0	0	0	0	0	42	0	0	0	0	0	0
Genus_069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genus_070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	12	0	115	0	535	0	924	0	0	0	0	0	203	0	626	0	0	0	8	0	0
Genus_071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	2	0	0	0	0	0	0	12	0	34	0	0	0	0	0	15	0	14	0	0	0	0	0	0
Genus_072	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	54	0	50	0	401	0	0	0	14	0	241	0	234	0	0	0	0	0	0
Genus_073	0	0	0	0	18	18	0	0	0	0	0	11	0	0	0	0	1205	1081	846	4059	1286	1875	1688	35214	1365	2031	820	2616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	13	17	0	5	0	13	0	937	4259	95	2181	104	0	172	1171	206	4370	302	3391	371	8773	101	3353	408	798	38	7392	40	4371	323
Genus_074	0	0	0	0	57	5	0	0	0	0	0	0	0	0	0	0	0	106	0	15	0	169	0	0	0	13	0	4	0	0	0	0	0	2717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	24	0	0	0	0	35	67	10	572	5	80	14	32	23	85	0	152	0	9	0	0	0	58	92	121	11	1168	0	226	0	0
Genus_075	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	3	14	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	16	0	0	0	0	0	0	0	0	0	0	0	87	10	57	36	8	0	8	0
Genus_076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genus_077	0	0	121	0	11	0	0	0	0	0	0	0	0	8	0	0	0	229	0	90	0	72	0	43	0	12	0	20	0	98	6	67	50	3521	0	0	91	0	0	0	91	90	0	293	0	0	147	0	272	18	0	0	202	0	0	68	0	21	0	0	0	0	0	18	0	0	107	0	20	114	0	166	193	0	52	0	0	0	20	0	0	115	17	0	214	0	42	0	0
Genus_078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genus_079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
Genus_080	0	0	234	0	0	0	0	0	0	0	0	0	0	107	0	0	16	46	0	152	0	48	0	79	0	0	0	74	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	77	96	19	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	3	32	17	0	83	0	164	0	29	0	0	0	104	249	60	309	53	98	13	208	61
Genus_081	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	16	0	11	0	0	0	0
Genus_082	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	9	105	0	0	0	84	0	14	0	0	0	9	0	36	0	12	0	1250	0	0	0	0	0	0	0	0	0	0	0	0	58	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	31	0	19	145	25	49	41	0	84	0	0	0	0	0	0	143	0	103	244	26	363	0	0
Genus_083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	19	0	2	0	4	7	0
Genus_084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	36	0	0	0	0	0	0	0	28	0	0	0	0	0	0
Genus_085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	16	0	103	0	0	0	0	0	44	0	65	0	0	0	0	0	0
Genus_086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	99	0	0	0	0	0	69	0	117	0	0	0	0	0	0
Genus_087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	28	0	0	0	66	0	4	0	34	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genus_088	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	37	0	6	0	5	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	59	0	164	0	115	0	141	32	0	0	0	0	0	0	0	0	0	0	0	0	90	0	15	30	13	9	0	0	45	0	0	0	0	0	19	199	60	191	322	53	173	13	10
Genus_089	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genus_090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genus_091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	79	0	160	0	0	0	9	0	39	0	69	0	0	0	0	0	5
Genus_092	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	38	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	11	89	0	0	0	0	0	18	0	0	0	0	0	5	0	0	0	236	0	52	0	0
Genus_093	2123	8944	328	267	350	941	1496	2623	62	56	408	1306	143	601	0	0	20	12	10	23	0	12	0	150	10	0	0	17	3	0	0	0	0	12	6388	810	3642	0	4544	0	4767	2721	5123	511	4817	571	3125	460	0	0	537	134	917	0	346	703	2203	0	103437	30302	118698	26555	60546	27432	136364	10218	1707	3164	2679	22427	913	10753	3316	13941	995	48466	72	28219	6021	71436	799	442	1803	479	0	830	49	633	51
Genus_094	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	8	4	18	0	4	0	45	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	13	0	9	14	0	34	0	0	0	0	0	0	0	0	0	62	0	70	19	13	0	40	12
Genus_095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	97	0	0	0	0	0	0	0	54	0	0	0	0	0	0
Genus_096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	33	0	168	0	0	0	0	0	66	0	157	0	0	0	0	0	0
Genus_097	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	20	0	0	0	0	0	0	0	30	0	0	0	0	0	0
Genus_098	0	0	0	471	4401	20945	1051	25194	129	294	0	1923	345	6228	0	34	0	0	0	24	0	28	203	4152	268	262	6	38	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	18	0	349	0	0	0	0	16	0	0	0	875	23	12935	0	3408	1385	1150	51	0	411	24	0	0	0	24	0
Genus_099	0	0	104	0	320	15	7	35	0	0	174	595	9	34	0	0	106	49	30	106	0	137	23	180	0	26	0	0	0	8	0	0	0	0	0	0	881	25	0	0	1305	1172	153	153	986	304	0	0	0	0	0	0	0	0	144	0	0	0	0	8	0	0	3	0	4	0	463	50	131	11993	1119	6152	1539	16	543	0	1626	21	48	0	322	13068	744	6833	572	1547	374	12650	3258
Genus_100	0	0	15	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	13	4	51	0	94	0	0	0	14	0	265	0	353	0	5	0	7	0	0
Genus_101	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genus_102	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	98	2	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	6	78	0	329	0	643	0	8	0	12	0	167	0	354	8	167	243	170	15	25
Genus_103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	28	0	16	0	0	0	0	0	0
Genus_104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	169	0	21	0	4	0	92	0	20	0	0	0	23	0	7	0	1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
Genus_105	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	17	0	0	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0
Genus_106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genus_107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
Genus_108	3	0	28	0	0	25	0	0	0	0	0	3	0	0	0	0	30	28	0	0	0	51	0	102	0	4	0	3	0	3	0	2	0	0	0	0	984	41	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	19	0	0	0	0	0	0	0	0	83	20	32	36	0	73	0	0	0	0	0	50	50	28	9	0	9	0	45	0
Genus_109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genus_110	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	96	0	0	0	0	0	0
Genus_111	0	0	194	0	0	0	0	0	0	0	0	13	14	62	0	0	0	0	0	0	0	19	0	0	0	0	0	6	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genus_112	0	0	319	0	15	0	0	0	0	0	0	5	0	44	0	0	0	15	0	0	0	27	0	7	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	51	0	0	31	0	0	46	0	0	0	0	0	0	0	0	0	0	0	14	0	12	0	0	15	43	0	75	0	13	0	0	0	9	0	15	6	0	0	0	0	0	32	0	23	434	0	0	0	5
Genus_113	0	15	0	0	8	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genus_114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genus_115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	117	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genus_116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	92	0	211	0	0	0	0	0	179	0	150	0	0	0	0	0	0
Genus_117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	10	0	8	0	0	0	0	0	0	0	4	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genus_118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Genus_119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genus_120	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	51	0	76	57	0	46	0	0	0	0	0	0	10	29	0	26	0	22	35	0
